Close,Date,Tickers,Week,Month
156.25,2017-10-20,AAPL,42,10
156.169998,2017-10-23,AAPL,43,10
157.100006,2017-10-24,AAPL,43,10
156.41000400000001,2017-10-25,AAPL,43,10
157.41000400000001,2017-10-26,AAPL,43,10
163.050003,2017-10-27,AAPL,43,10
166.720001,2017-10-30,AAPL,44,10
169.03999299999998,2017-10-31,AAPL,44,10
166.889999,2017-11-01,AAPL,44,11
168.110001,2017-11-02,AAPL,44,11
172.5,2017-11-03,AAPL,44,11
174.25,2017-11-06,AAPL,45,11
174.809998,2017-11-07,AAPL,45,11
176.240005,2017-11-08,AAPL,45,11
175.880005,2017-11-09,AAPL,45,11
174.669998,2017-11-10,AAPL,45,11
173.970001,2017-11-13,AAPL,46,11
171.33999599999999,2017-11-14,AAPL,46,11
169.080002,2017-11-15,AAPL,46,11
171.100006,2017-11-16,AAPL,46,11
170.149994,2017-11-17,AAPL,46,11
169.979996,2017-11-20,AAPL,47,11
173.139999,2017-11-21,AAPL,47,11
174.96000700000002,2017-11-22,AAPL,47,11
174.970001,2017-11-24,AAPL,47,11
174.08999599999999,2017-11-27,AAPL,48,11
173.070007,2017-11-28,AAPL,48,11
169.479996,2017-11-29,AAPL,48,11
171.850006,2017-11-30,AAPL,48,11
171.050003,2017-12-01,AAPL,48,12
169.800003,2017-12-04,AAPL,49,12
169.639999,2017-12-05,AAPL,49,12
169.009995,2017-12-06,AAPL,49,12
169.320007,2017-12-07,AAPL,49,12
169.369995,2017-12-08,AAPL,49,12
172.669998,2017-12-11,AAPL,50,12
171.699997,2017-12-12,AAPL,50,12
172.270004,2017-12-13,AAPL,50,12
172.220001,2017-12-14,AAPL,50,12
173.970001,2017-12-15,AAPL,50,12
176.419998,2017-12-18,AAPL,51,12
174.53999299999998,2017-12-19,AAPL,51,12
174.350006,2017-12-20,AAPL,51,12
175.009995,2017-12-21,AAPL,51,12
175.009995,2017-12-22,AAPL,51,12
170.570007,2017-12-26,AAPL,52,12
170.600006,2017-12-27,AAPL,52,12
171.080002,2017-12-28,AAPL,52,12
169.229996,2017-12-29,AAPL,52,12
172.259995,2018-01-02,AAPL,1,1
172.229996,2018-01-03,AAPL,1,1
173.029999,2018-01-04,AAPL,1,1
175.0,2018-01-05,AAPL,1,1
174.350006,2018-01-08,AAPL,2,1
174.330002,2018-01-09,AAPL,2,1
174.28999299999998,2018-01-10,AAPL,2,1
175.279999,2018-01-11,AAPL,2,1
177.08999599999999,2018-01-12,AAPL,2,1
176.190002,2018-01-16,AAPL,3,1
179.100006,2018-01-17,AAPL,3,1
179.259995,2018-01-18,AAPL,3,1
178.46000700000002,2018-01-19,AAPL,3,1
177.0,2018-01-22,AAPL,4,1
177.03999299999998,2018-01-23,AAPL,4,1
174.220001,2018-01-24,AAPL,4,1
171.110001,2018-01-25,AAPL,4,1
171.509995,2018-01-26,AAPL,4,1
167.96000700000002,2018-01-29,AAPL,5,1
166.970001,2018-01-30,AAPL,5,1
167.429993,2018-01-31,AAPL,5,1
167.779999,2018-02-01,AAPL,5,2
160.5,2018-02-02,AAPL,5,2
156.490005,2018-02-05,AAPL,6,2
163.029999,2018-02-06,AAPL,6,2
159.53999299999998,2018-02-07,AAPL,6,2
155.149994,2018-02-08,AAPL,6,2
156.41000400000001,2018-02-09,AAPL,6,2
162.71000700000002,2018-02-12,AAPL,7,2
164.33999599999999,2018-02-13,AAPL,7,2
167.369995,2018-02-14,AAPL,7,2
172.990005,2018-02-15,AAPL,7,2
172.429993,2018-02-16,AAPL,7,2
171.850006,2018-02-20,AAPL,8,2
171.070007,2018-02-21,AAPL,8,2
172.5,2018-02-22,AAPL,8,2
175.5,2018-02-23,AAPL,8,2
178.970001,2018-02-26,AAPL,9,2
178.389999,2018-02-27,AAPL,9,2
178.119995,2018-02-28,AAPL,9,2
175.0,2018-03-01,AAPL,9,3
176.21000700000002,2018-03-02,AAPL,9,3
176.820007,2018-03-05,AAPL,10,3
176.669998,2018-03-06,AAPL,10,3
175.029999,2018-03-07,AAPL,10,3
176.940002,2018-03-08,AAPL,10,3
179.979996,2018-03-09,AAPL,10,3
181.720001,2018-03-12,AAPL,11,3
179.970001,2018-03-13,AAPL,11,3
178.440002,2018-03-14,AAPL,11,3
178.649994,2018-03-15,AAPL,11,3
178.020004,2018-03-16,AAPL,11,3
175.300003,2018-03-19,AAPL,12,3
175.240005,2018-03-20,AAPL,12,3
171.270004,2018-03-21,AAPL,12,3
168.850006,2018-03-22,AAPL,12,3
164.940002,2018-03-23,AAPL,12,3
172.770004,2018-03-26,AAPL,13,3
168.33999599999999,2018-03-27,AAPL,13,3
166.479996,2018-03-28,AAPL,13,3
167.779999,2018-03-29,AAPL,13,3
166.679993,2018-04-02,AAPL,14,4
11.43,2017-01-03,AMD,1,1
11.43,2017-01-04,AMD,1,1
11.24,2017-01-05,AMD,1,1
11.32,2017-01-06,AMD,1,1
11.49,2017-01-09,AMD,2,1
11.44,2017-01-10,AMD,2,1
11.2,2017-01-11,AMD,2,1
10.76,2017-01-12,AMD,2,1
10.58,2017-01-13,AMD,2,1
9.82,2017-01-17,AMD,3,1
9.88,2017-01-18,AMD,3,1
9.77,2017-01-19,AMD,3,1
9.75,2017-01-20,AMD,3,1
9.91,2017-01-23,AMD,4,1
10.44,2017-01-24,AMD,4,1
10.35,2017-01-25,AMD,4,1
10.52,2017-01-26,AMD,4,1
10.67,2017-01-27,AMD,4,1
10.61,2017-01-30,AMD,5,1
10.37,2017-01-31,AMD,5,1
12.06,2017-02-01,AMD,5,2
12.28,2017-02-02,AMD,5,2
12.24,2017-02-03,AMD,5,2
13.63,2017-02-06,AMD,6,2
13.29,2017-02-07,AMD,6,2
13.56,2017-02-08,AMD,6,2
13.42,2017-02-09,AMD,6,2
13.58,2017-02-10,AMD,6,2
13.49,2017-02-13,AMD,7,2
13.26,2017-02-14,AMD,7,2
13.3,2017-02-15,AMD,7,2
12.97,2017-02-16,AMD,7,2
13.13,2017-02-17,AMD,7,2
14.0,2017-02-21,AMD,8,2
14.28,2017-02-22,AMD,8,2
14.32,2017-02-23,AMD,8,2
14.12,2017-02-24,AMD,8,2
15.2,2017-02-27,AMD,9,2
14.46,2017-02-28,AMD,9,2
14.96,2017-03-01,AMD,9,3
13.9,2017-03-02,AMD,9,3
13.03,2017-03-03,AMD,9,3
13.04,2017-03-06,AMD,10,3
13.05,2017-03-07,AMD,10,3
13.22,2017-03-08,AMD,10,3
13.33,2017-03-09,AMD,10,3
13.91,2017-03-10,AMD,10,3
14.28,2017-03-13,AMD,11,3
14.1,2017-03-14,AMD,11,3
13.98,2017-03-15,AMD,11,3
13.65,2017-03-16,AMD,11,3
13.49,2017-03-17,AMD,11,3
14.4,2017-03-20,AMD,12,3
13.82,2017-03-21,AMD,12,3
14.1,2017-03-22,AMD,12,3
13.79,2017-03-23,AMD,12,3
13.7,2017-03-24,AMD,12,3
13.7,2017-03-27,AMD,13,3
13.69,2017-03-28,AMD,13,3
13.71,2017-03-29,AMD,13,3
14.05,2017-03-30,AMD,13,3
14.55,2017-03-31,AMD,13,3
14.64,2017-04-03,AMD,14,4
14.16,2017-04-04,AMD,14,4
14.17,2017-04-05,AMD,14,4
13.27,2017-04-06,AMD,14,4
13.52,2017-04-07,AMD,14,4
13.1,2017-04-10,AMD,15,4
13.1,2017-04-11,AMD,15,4
12.76,2017-04-12,AMD,15,4
12.31,2017-04-13,AMD,15,4
12.79,2017-04-17,AMD,16,4
12.95,2017-04-18,AMD,16,4
12.84,2017-04-19,AMD,16,4
13.11,2017-04-20,AMD,16,4
13.0,2017-04-21,AMD,16,4
13.13,2017-04-24,AMD,17,4
13.49,2017-04-25,AMD,17,4
13.41,2017-04-26,AMD,17,4
13.62,2017-04-27,AMD,17,4
13.3,2017-04-28,AMD,17,4
13.62,2017-05-01,AMD,18,5
10.32,2017-05-02,AMD,18,5
10.39,2017-05-03,AMD,18,5
10.1,2017-05-04,AMD,18,5
10.19,2017-05-05,AMD,18,5
10.04,2017-05-08,AMD,19,5
10.18,2017-05-09,AMD,19,5
10.79,2017-05-10,AMD,19,5
11.07,2017-05-11,AMD,19,5
11.26,2017-05-12,AMD,19,5
11.42,2017-05-15,AMD,20,5
12.75,2017-05-16,AMD,20,5
11.2,2017-05-17,AMD,20,5
11.28,2017-05-18,AMD,20,5
11.41,2017-05-19,AMD,20,5
11.04,2017-05-22,AMD,21,5
10.89,2017-05-23,AMD,21,5
10.89,2017-05-24,AMD,21,5
10.98,2017-05-25,AMD,21,5
11.0,2017-05-26,AMD,21,5
11.12,2017-05-30,AMD,22,5
11.19,2017-05-31,AMD,22,5
10.93,2017-06-01,AMD,22,6
10.9,2017-06-02,AMD,22,6
11.24,2017-06-05,AMD,23,6
12.03,2017-06-06,AMD,23,6
12.38,2017-06-07,AMD,23,6
12.9,2017-06-08,AMD,23,6
12.28,2017-06-09,AMD,23,6
12.09,2017-06-12,AMD,24,6
11.96,2017-06-13,AMD,24,6
11.77,2017-06-14,AMD,24,6
11.5,2017-06-15,AMD,24,6
11.44,2017-06-16,AMD,24,6
11.93,2017-06-19,AMD,25,6
12.64,2017-06-20,AMD,25,6
13.98,2017-06-21,AMD,25,6
14.38,2017-06-22,AMD,25,6
14.17,2017-06-23,AMD,25,6
14.08,2017-06-26,AMD,26,6
13.4,2017-06-27,AMD,26,6
13.23,2017-06-28,AMD,26,6
12.6,2017-06-29,AMD,26,6
12.48,2017-06-30,AMD,26,6
12.15,2017-07-03,AMD,27,7
13.19,2017-07-05,AMD,27,7
13.02,2017-07-06,AMD,27,7
13.36,2017-07-07,AMD,27,7
13.81,2017-07-10,AMD,28,7
13.89,2017-07-11,AMD,28,7
14.29,2017-07-12,AMD,28,7
13.53,2017-07-13,AMD,28,7
13.92,2017-07-14,AMD,28,7
13.8,2017-07-17,AMD,29,7
13.48,2017-07-18,AMD,29,7
13.55,2017-07-19,AMD,29,7
13.8,2017-07-20,AMD,29,7
13.88,2017-07-21,AMD,29,7
14.16,2017-07-24,AMD,30,7
14.11,2017-07-25,AMD,30,7
14.76,2017-07-26,AMD,30,7
14.12,2017-07-27,AMD,30,7
13.95,2017-07-28,AMD,30,7
13.61,2017-07-31,AMD,31,7
13.71,2017-08-01,AMD,31,8
13.37,2017-08-02,AMD,31,8
13.24,2017-08-03,AMD,31,8
13.12,2017-08-04,AMD,31,8
13.43,2017-08-07,AMD,32,8
13.11,2017-08-08,AMD,32,8
12.83,2017-08-09,AMD,32,8
12.12,2017-08-10,AMD,32,8
12.23,2017-08-11,AMD,32,8
12.76,2017-08-14,AMD,33,8
13.02,2017-08-15,AMD,33,8
12.63,2017-08-16,AMD,33,8
12.34,2017-08-17,AMD,33,8
12.37,2017-08-18,AMD,33,8
12.05,2017-08-21,AMD,34,8
12.17,2017-08-22,AMD,34,8
12.48,2017-08-23,AMD,34,8
12.5,2017-08-24,AMD,34,8
12.43,2017-08-25,AMD,34,8
12.23,2017-08-28,AMD,35,8
12.15,2017-08-29,AMD,35,8
12.67,2017-08-30,AMD,35,8
13.0,2017-08-31,AMD,35,8
13.19,2017-09-01,AMD,35,9
12.92,2017-09-05,AMD,36,9
12.86,2017-09-06,AMD,36,9
12.63,2017-09-07,AMD,36,9
12.25,2017-09-08,AMD,36,9
12.55,2017-09-11,AMD,37,9
12.3,2017-09-12,AMD,37,9
12.22,2017-09-13,AMD,37,9
12.26,2017-09-14,AMD,37,9
12.52,2017-09-15,AMD,37,9
13.08,2017-09-18,AMD,38,9
13.12,2017-09-19,AMD,38,9
13.74,2017-09-20,AMD,38,9
13.41,2017-09-21,AMD,38,9
13.3,2017-09-22,AMD,38,9
12.61,2017-09-25,AMD,39,9
12.45,2017-09-26,AMD,39,9
12.74,2017-09-27,AMD,39,9
12.74,2017-09-28,AMD,39,9
12.75,2017-09-29,AMD,39,9
12.71,2017-10-02,AMD,40,10
13.42,2017-10-03,AMD,40,10
13.31,2017-10-04,AMD,40,10
13.34,2017-10-05,AMD,40,10
13.23,2017-10-06,AMD,40,10
13.47,2017-10-09,AMD,41,10
13.7,2017-10-10,AMD,41,10
13.88,2017-10-11,AMD,41,10
14.2,2017-10-12,AMD,41,10
14.22,2017-10-13,AMD,41,10
14.26,2017-10-16,AMD,42,10
14.16,2017-10-17,AMD,42,10
14.07,2017-10-18,AMD,42,10
13.95,2017-10-19,AMD,42,10
13.81,2017-10-20,AMD,42,10
14.1,2017-10-23,AMD,43,10
14.25,2017-10-24,AMD,43,10
12.33,2017-10-25,AMD,43,10
12.01,2017-10-26,AMD,43,10
11.84,2017-10-27,AMD,43,10
10.89,2017-10-30,AMD,44,10
10.99,2017-10-31,AMD,44,10
10.8,2017-11-01,AMD,44,11
10.85,2017-11-02,AMD,44,11
11.12,2017-11-03,AMD,44,11
11.93,2017-11-06,AMD,45,11
12.05,2017-11-07,AMD,45,11
11.71,2017-11-08,AMD,45,11
11.12,2017-11-09,AMD,45,11
11.26,2017-11-10,AMD,45,11
11.09,2017-11-13,AMD,46,11
11.12,2017-11-14,AMD,46,11
11.07,2017-11-15,AMD,46,11
11.25,2017-11-16,AMD,46,11
11.38,2017-11-17,AMD,46,11
11.34,2017-11-20,AMD,47,11
11.4,2017-11-21,AMD,47,11
11.37,2017-11-22,AMD,47,11
11.38,2017-11-24,AMD,47,11
11.55,2017-11-27,AMD,48,11
11.17,2017-11-28,AMD,48,11
10.83,2017-11-29,AMD,48,11
10.89,2017-11-30,AMD,48,11
10.73,2017-12-01,AMD,48,12
10.03,2017-12-04,AMD,49,12
9.91,2017-12-05,AMD,49,12
10.0,2017-12-06,AMD,49,12
10.04,2017-12-07,AMD,49,12
9.94,2017-12-08,AMD,49,12
10.16,2017-12-11,AMD,50,12
9.9,2017-12-12,AMD,50,12
10.11,2017-12-13,AMD,50,12
10.13,2017-12-14,AMD,50,12
10.29,2017-12-15,AMD,50,12
10.98,2017-12-18,AMD,51,12
10.95,2017-12-19,AMD,51,12
10.98,2017-12-20,AMD,51,12
10.89,2017-12-21,AMD,51,12
10.54,2017-12-22,AMD,51,12
10.46,2017-12-26,AMD,52,12
10.53,2017-12-27,AMD,52,12
10.55,2017-12-28,AMD,52,12
10.28,2017-12-29,AMD,52,12
10.98,2018-01-02,AMD,1,1
11.55,2018-01-03,AMD,1,1
12.12,2018-01-04,AMD,1,1
11.88,2018-01-05,AMD,1,1
12.28,2018-01-08,AMD,2,1
11.82,2018-01-09,AMD,2,1
11.96,2018-01-10,AMD,2,1
12.14,2018-01-11,AMD,2,1
12.02,2018-01-12,AMD,2,1
11.91,2018-01-16,AMD,3,1
12.18,2018-01-17,AMD,3,1
12.47,2018-01-18,AMD,3,1
12.59,2018-01-19,AMD,3,1
12.65,2018-01-22,AMD,4,1
12.94,2018-01-23,AMD,4,1
12.71,2018-01-24,AMD,4,1
12.41,2018-01-25,AMD,4,1
12.95,2018-01-26,AMD,4,1
13.32,2018-01-29,AMD,5,1
12.87,2018-01-30,AMD,5,1
13.74,2018-01-31,AMD,5,1
13.25,2018-02-01,AMD,5,2
12.45,2018-02-02,AMD,5,2
11.57,2018-02-05,AMD,6,2
11.65,2018-02-06,AMD,6,2
11.6,2018-02-07,AMD,6,2
11.22,2018-02-08,AMD,6,2
11.31,2018-02-09,AMD,6,2
11.68,2018-02-12,AMD,7,2
11.78,2018-02-13,AMD,7,2
12.2,2018-02-14,AMD,7,2
12.19,2018-02-15,AMD,7,2
11.82,2018-02-16,AMD,7,2
12.02,2018-02-20,AMD,8,2
11.72,2018-02-21,AMD,8,2
11.84,2018-02-22,AMD,8,2
12.07,2018-02-23,AMD,8,2
12.42,2018-02-26,AMD,9,2
12.53,2018-02-27,AMD,9,2
12.11,2018-02-28,AMD,9,2
11.9,2018-03-01,AMD,9,3
11.81,2018-03-02,AMD,9,3
11.91,2018-03-05,AMD,10,3
11.76,2018-03-06,AMD,10,3
12.24,2018-03-07,AMD,10,3
11.97,2018-03-08,AMD,10,3
11.7,2018-03-09,AMD,10,3
11.52,2018-03-12,AMD,11,3
11.64,2018-03-13,AMD,11,3
11.36,2018-03-14,AMD,11,3
11.46,2018-03-15,AMD,11,3
11.47,2018-03-16,AMD,11,3
11.43,2018-03-19,AMD,12,3
11.11,2018-03-20,AMD,12,3
11.26,2018-03-21,AMD,12,3
10.91,2018-03-22,AMD,12,3
10.63,2018-03-23,AMD,12,3
10.44,2018-03-26,AMD,13,3
10.0,2018-03-27,AMD,13,3
9.81,2018-03-28,AMD,13,3
10.05,2018-03-29,AMD,13,3
9.53,2018-04-02,AMD,14,4
753.669983,2017-01-03,AMZN,1,1
757.179993,2017-01-04,AMZN,1,1
780.450012,2017-01-05,AMZN,1,1
795.98999,2017-01-06,AMZN,1,1
796.919983,2017-01-09,AMZN,2,1
795.900024,2017-01-10,AMZN,2,1
799.02002,2017-01-11,AMZN,2,1
813.6400150000001,2017-01-12,AMZN,2,1
817.1400150000001,2017-01-13,AMZN,2,1
809.719971,2017-01-17,AMZN,3,1
807.47998,2017-01-18,AMZN,3,1
809.039978,2017-01-19,AMZN,3,1
808.330017,2017-01-20,AMZN,3,1
817.880005,2017-01-23,AMZN,4,1
822.4400019999999,2017-01-24,AMZN,4,1
836.52002,2017-01-25,AMZN,4,1
839.150024,2017-01-26,AMZN,4,1
835.77002,2017-01-27,AMZN,4,1
830.380005,2017-01-30,AMZN,5,1
823.47998,2017-01-31,AMZN,5,1
832.349976,2017-02-01,AMZN,5,2
839.9500119999999,2017-02-02,AMZN,5,2
810.200012,2017-02-03,AMZN,5,2
807.6400150000001,2017-02-06,AMZN,6,2
812.5,2017-02-07,AMZN,6,2
819.710022,2017-02-08,AMZN,6,2
821.3599849999999,2017-02-09,AMZN,6,2
827.460022,2017-02-10,AMZN,6,2
836.530029,2017-02-13,AMZN,7,2
836.3900150000001,2017-02-14,AMZN,7,2
842.7000119999999,2017-02-15,AMZN,7,2
844.1400150000001,2017-02-16,AMZN,7,2
845.070007,2017-02-17,AMZN,7,2
856.4400019999999,2017-02-21,AMZN,8,2
855.6099849999999,2017-02-22,AMZN,8,2
852.1900019999999,2017-02-23,AMZN,8,2
845.23999,2017-02-24,AMZN,8,2
848.6400150000001,2017-02-27,AMZN,9,2
845.0399779999999,2017-02-28,AMZN,9,2
853.080017,2017-03-01,AMZN,9,3
848.909973,2017-03-02,AMZN,9,3
849.8800050000001,2017-03-03,AMZN,9,3
846.6099849999999,2017-03-06,AMZN,10,3
846.0200199999999,2017-03-07,AMZN,10,3
850.5,2017-03-08,AMZN,10,3
853.0,2017-03-09,AMZN,10,3
852.4600220000001,2017-03-10,AMZN,10,3
854.590027,2017-03-13,AMZN,11,3
852.5300289999999,2017-03-14,AMZN,11,3
852.9699710000001,2017-03-15,AMZN,11,3
853.419983,2017-03-16,AMZN,11,3
852.3099980000001,2017-03-17,AMZN,11,3
856.9699710000001,2017-03-20,AMZN,12,3
843.2000119999999,2017-03-21,AMZN,12,3
848.0599980000001,2017-03-22,AMZN,12,3
847.3800050000001,2017-03-23,AMZN,12,3
845.6099849999999,2017-03-24,AMZN,12,3
846.820007,2017-03-27,AMZN,13,3
856.0,2017-03-28,AMZN,13,3
