Date,Open,High,Low,Close,Adj Close,Volume
3/2/15,43.669998,44.189999,43.549999,43.880001,40.766079,31924000
3/3/15,43.560001,43.830002,43.09,43.279999,40.20866,31748600
3/4/15,43.009998,43.209999,42.880001,43.060001,40.004272,25705800
3/5/15,43.07,43.240002,42.82,43.110001,40.050724,23193500
3/6/15,43,43.110001,42.150002,42.360001,39.353943,36248800
3/9/15,42.189999,43.130001,42.189999,42.849998,39.80917,32108000
3/10/15,42.349998,42.709999,42.029999,42.029999,39.047363,38506100
3/11/15,42.310001,42.369999,41.84,41.98,39.000908,32215300
3/12/15,41.330002,41.650002,40.860001,41.02,38.109039,59992500
3/13/15,40.700001,41.470001,40.610001,41.380001,38.443493,58007700
3/16/15,41.470001,41.639999,41.279999,41.560001,38.610718,35273500
3/17/15,41.369999,41.830002,41.150002,41.700001,38.740784,31587200
3/18/15,41.43,42.830002,41.330002,42.5,39.484013,43971800
3/19/15,42.259998,42.59,42.220001,42.290001,39.288918,33879100
3/20/15,42.560001,42.98,42.490002,42.880001,39.837048,71904500
3/23/15,42.880001,43.130001,42.779999,42.860001,39.818466,26049000
3/24/15,42.779999,43.169998,42.75,42.900002,39.855625,25513300
3/25/15,42.919998,42.93,41.439999,41.459999,38.517815,43469900
3/26/15,41.220001,41.610001,40.919998,41.209999,38.285553,37495600
3/27/15,41.119999,41.43,40.830002,40.970001,38.062588,33820300
3/30/15,41.099998,41.540001,40.91,40.959999,38.053299,35049700
3/31/15,40.779999,41.029999,40.540001,40.66,37.774586,34887200
4/1/15,40.599998,40.759998,40.310001,40.720001,37.83033,36752000
4/2/15,40.66,40.740002,40.119999,40.290001,37.430843,37487500
4/6/15,40.34,41.779999,40.18,41.549999,38.601433,39223700
4/7/15,41.610001,41.91,41.310001,41.529999,38.58284,28809400
4/8/15,41.459999,41.689999,41.040001,41.419998,38.480652,24753400
4/9/15,41.25,41.619999,41.25,41.48,38.5364,25723900
4/10/15,41.630001,41.950001,41.41,41.720001,38.759361,28022000
4/13/15,41.400002,42.060001,41.389999,41.759998,38.79652,30276700
4/14/15,41.799999,42.029999,41.389999,41.650002,38.694332,24078000
4/15/15,41.759998,42.459999,41.68,42.259998,39.26104,27343600
4/16/15,41.950001,42.34,41.82,42.16,39.168144,22509700
4/17/15,41.669998,41.740002,41.16,41.619999,38.666458,42387600
4/20/15,41.73,43.169998,41.68,42.91,39.864918,45738800
4/21/15,43,43.150002,42.529999,42.639999,39.614071,26013800
4/22/15,42.669998,43.130001,42.549999,42.990002,39.93924,25064300
4/23/15,42.889999,43.610001,42.799999,43.34,40.264404,46309500
4/24/15,45.66,48.139999,45.650002,47.869999,44.472935,130933700
4/27/15,47.23,48.130001,47.220001,48.029999,44.621574,59248200
4/28/15,47.779999,49.209999,47.700001,49.16,45.671383,60730800
4/29/15,48.720001,49.310001,48.5,49.060001,45.578487,47804600
4/30/15,48.700001,49.540001,48.599998,48.639999,45.18829,64725500
5/1/15,48.580002,48.880001,48.400002,48.66,45.206867,38937300
5/4/15,48.369999,48.869999,48.18,48.240002,44.816677,34039500
5/5/15,47.82,48.16,47.310001,47.599998,44.222092,50369200
5/6/15,47.57,47.77,46.02,46.279999,42.995762,52433000
5/7/15,46.27,47.09,46.16,46.700001,43.38596,32971700
