Date,Open,High,Low,Close,Adj Close,Volume
3/2/15,161.940002,161.940002,159.809998,160.479996,141.253082,5917900
3/3/15,160.270004,161.75,160,161.029999,141.737198,3234400
3/4/15,160.539993,160.559998,158.720001,159.419998,140.320114,3630500
3/5/15,159.860001,161.5,159.699997,161.179993,141.869232,3791700
3/6/15,160.190002,161.440002,158.059998,158.5,139.51033,4540200
3/9/15,158.199997,161.149994,158.199997,160.770004,141.508331,5193900
3/10/15,159.600006,160.229996,157.809998,157.809998,138.903,4593300
3/11/15,158.570007,159.139999,155.940002,156.800003,138.013977,5709900
3/12/15,156.270004,158.720001,156.270004,157.979996,139.052612,4567300
3/13/15,157.460007,157.520004,153.399994,154.279999,135.795929,6064100
3/16/15,155.050003,157.089996,154.800003,157.080002,138.260483,3749600
3/17/15,156.199997,157.289993,155.369995,156.960007,138.154831,3311700
3/18/15,156.850006,160.699997,155.800003,159.809998,140.663361,5729500
3/19/15,159.699997,160.919998,158.809998,159.809998,140.663361,3878600
3/20/15,160.949997,163,160.350006,162.880005,143.365555,9006400
3/23/15,162.770004,165.350006,162.729996,164.630005,144.905914,5924100
3/24/15,164.789993,164.889999,162.899994,163,143.471161,4346100
3/25/15,163.080002,163.080002,159.199997,159.199997,140.12648,5428900
3/26/15,159.270004,161.25,158.910004,160.589996,141.34993,4396000
3/27/15,160.789993,160.899994,159.229996,160.399994,141.182678,3439800
3/30/15,161.309998,163.600006,161.25,162.669998,143.18071,4138000
3/31/15,161.080002,162.330002,160.399994,160.5,141.270706,4255400
4/1/15,160.229996,160.619995,158.389999,159.179993,140.108841,3687800
4/2/15,159.520004,162.539993,158.889999,160.449997,141.226715,4671600
4/6/15,159.690002,162.800003,158.699997,162.039993,142.626205,3465700
4/7/15,161.669998,163.839996,161.619995,162.070007,142.652618,3148000
4/8/15,161.720001,163.550003,161.009995,161.850006,142.459,2524300
4/9/15,161.699997,162.470001,160.720001,162.339996,142.890259,2263500
4/10/15,162.339996,163.330002,161.25,162.860001,143.347961,2515700
4/13/15,162.369995,164,162.360001,162.380005,142.925507,3868900
4/14/15,162.419998,162.740005,160.789993,162.300003,142.855072,2716200
4/15/15,162.630005,164.960007,162.5,164.130005,144.465836,3498800
4/16/15,163.309998,163.979996,162.539993,163.130005,143.585617,3136900
4/17/15,161.75,161.860001,160.029999,160.669998,141.420334,4314400
4/20/15,162.100006,166.639999,161.899994,166.160004,146.252625,9323000
4/21/15,166.070007,167.380005,164.050003,164.259995,144.580215,9683600
4/22/15,164.389999,166,162.889999,165.360001,145.548462,4024800
4/23/15,165.229996,171.910004,165.139999,170.240005,149.843765,8235600
4/24/15,170.229996,170.850006,168.740005,169.779999,149.438889,3888400
4/27/15,170.889999,171.490005,170.300003,170.729996,150.27507,3168600
4/28/15,170.830002,174.690002,170.020004,173.919998,153.082901,5816700
4/29/15,173.399994,175.130005,172.800003,174.399994,153.505386,4518400
4/30/15,173.770004,174.279999,170.300003,171.289993,150.76799,5062900
5/1/15,173.199997,174,172.419998,173.669998,152.862869,3312100
5/4/15,174.470001,176.300003,173.699997,173.970001,153.126892,4028000
5/5/15,173.509995,174.229996,171.960007,173.080002,152.343521,3593600
5/6/15,172.899994,174.050003,168.860001,170.050003,150.80925,3612600
5/7/15,169.630005,171.979996,169.039993,170.990005,152.811111,2472000
5/8/15,172.940002,173.330002,172.240005,172.679993,154.321426,3092600
5/11/15,172.649994,172.990005,170.860001,171.119995,152.927277,2661000
5/12/15,170.550003,171.490005,168.839996,170.550003,152.417892,2962400
5/13/15,171.240005,172.740005,170.75,172.279999,153.963943,2457500
5/14/15,173.5,174.399994,173.220001,174.050003,155.545776,2439100
5/15/15,173.910004,174.410004,172.600006,173.259995,154.839798,2916600
5/18/15,173.440002,173.490005,172.300003,173.059998,154.661026,1923600
5/19/15,172.970001,173.75,171.929993,173.479996,155.036407,2523000
5/20/15,173.330002,174.440002,172.460007,173.759995,155.286591,2300300
5/21/15,173.320007,174.139999,173.039993,173.339996,154.91127,2295600
5/22/15,173.039993,173.389999,172.190002,172.220001,153.910355,2849700
5/26/15,172.110001,172.119995,169.130005,170.130005,152.042557,3854200
5/27/15,171.160004,172.479996,170.490005,172,153.71373,2764400
5/28/15,171.449997,171.839996,170.660004,171.710007,153.454559,1731400
5/29/15,171.350006,171.350006,169.649994,169.649994,151.613571,3996000
6/1/15,170.210007,171.039993,169.029999,170.179993,152.087219,2985500
6/2/15,169.660004,170.449997,168.429993,169.649994,151.613571,2571400
6/3/15,170.5,171.559998,169.630005,169.919998,151.854858,2131000
6/4/15,169.529999,170.600006,167.929993,168.380005,150.478607,3079300
6/5/15,168.25,168.910004,167.199997,167.399994,149.602753,3100500
6/8/15,167.169998,167.279999,165.020004,165.339996,147.76181,3757400
6/9/15,165.339996,166.020004,163.369995,165.679993,148.065659,3395900
6/10/15,166.490005,169.389999,166.059998,168.919998,150.961212,4680500
6/11/15,169.259995,170.440002,168.539993,168.779999,150.836075,3464000
6/12/15,168.229996,168.300003,166.690002,166.990005,149.236389,3065100
6/15/15,166.990005,166.990005,164.25,166.259995,148.584,4245700
6/16/15,166.330002,167.399994,165.910004,166.839996,149.102341,3249800
6/17/15,167,167.850006,166.100006,167.169998,149.397232,2863000
6/18/15,167.050003,168.720001,167.050003,168.25,150.362396,3330900
6/19/15,167.619995,168.419998,166.770004,166.990005,149.236389,7074000
6/22/15,167.649994,168.339996,167.199997,167.729996,149.897705,2335800
6/23/15,168.380005,169.970001,167.570007,168.619995,150.693069,3701600
6/24/15,168.710007,168.839996,166.830002,166.970001,149.218506,3548100
6/25/15,167.800003,168.130005,166.080002,166.080002,148.423111,2408900
6/26/15,166.229996,166.809998,165.229996,165.460007,147.869049,8946000
6/29/15,163.919998,165.350006,162.889999,162.970001,145.643768,3314700
6/30/15,163.990005,164,162.119995,162.660004,145.36673,3597300
7/1/15,163.970001,165.610001,163.600006,164.490005,147.002167,3214500
7/2/15,165.050003,165.320007,164.419998,165.089996,147.538376,2852700
7/6/15,163.830002,165.229996,163.520004,164.729996,147.21666,3079800
7/7/15,164.940002,165.350006,162.229996,165,147.457947,3549900
7/8/15,164,164.940002,162.679993,163.160004,145.813583,2776300
7/9/15,165.339996,165.509995,163.699997,163.850006,146.430206,4199700
7/10/15,165.660004,167.399994,165.520004,166.949997,149.200638,4538300
7/13/15,167.929993,169.889999,167.520004,169.380005,151.372284,4229000
7/14/15,169.429993,169.539993,168.240005,168.610001,150.684174,3025300
7/15/15,168.479996,169.270004,168,168.529999,150.612656,1998000
7/16/15,169.470001,171.089996,169.160004,171,152.820053,3529900
7/17/15,170.330002,172.520004,170.100006,172.509995,154.169495,4356400
7/20/15,172.789993,173.779999,172.139999,173.220001,154.804031,7377800
7/21/15,164.339996,166.350006,162.020004,163.070007,145.733139,13752300
7/22/15,162.729996,163.070007,159.699997,160.350006,143.302322,7181800
7/23/15,160.270004,162.75,159.830002,161.729996,144.535599,5034200
7/24/15,161.289993,161.929993,159.410004,159.75,142.766098,3778200
