,Time,Link,Title,Authors,Tickers,Strategy
14," May 31, 2017, 11:54 AM ",/article/4077661-armour-millennial-play-pay,Under Armour: A Millennial Play That Could Pay, Millennial Investing,UA,Long
15," May 31, 2017, 11:53 AM ",/article/4077660-anheuser-busch-pushes-craft-beer-market-new-acquisition,Anheuser Busch Pushes Into Craft Beer Market With New Acquisition, Raging Bull,BUD,Long
16, GUYFF,/article/4077398-guyana-goldfields-application-lesson-learned,Guyana Goldfields: Application Of A Lesson Learned," May 31, 2017, 11:44 AM ",Editors' Pick ,Long
17, DWCH,/article/4077662-datawatch-q2-strengthens-bull-case,Datawatch: Q2 Strengthens The Bull Case," May 31, 2017, 11:25 AM ",Editors' Pick ,Long
18, WES,/article/4077389-western-gas-pivot-permian-basin-will-jump-start-performance,Western Gas: Pivot To The Permian Basin Will Jump-Start Performance," May 31, 2017, 11:23 AM ",Editors' Pick ,Long
19," May 31, 2017, 11:15 AM ",/article/4077658-nintendos-top-line-will-grow-33-percent-cagr-2016minus-19-switch-takes,Nintendo's Top Line Will Grow At 33% CAGR 2016-19 As Switch Takes Off, Damitha Pathmalal,NTDOY,Long
20," May 31, 2017, 11:03 AM ",/article/4077643-wal-mart-destined-mediocrity-willing,Wal-Mart Is Destined For Mediocrity Until It's Willing To Do This, James Brumley,WMT,Long
21, NAVI,/article/4077375-navient-cash-flow-machine-keeps-rewarding-shareholders,Navient: Cash Flow Machine Keeps Rewarding Shareholders," May 31, 2017, 10:58 AM ",Editors' Pick ,Long
22," May 31, 2017, 10:41 AM ",/article/4077647-update-shopify-long-thesis,An Update On My Shopify Long Thesis, Ramiz Bozai,SHOP,Long
23," May 31, 2017, 10:40 AM ",/article/4077646-ensco-stock-transaction-highlights-value,Ensco: All-Stock Transaction Highlights Value, Stone Fox Capital,ESV,Long
24, RF,/article/4077367-regions-financial-one-rate-sensitive-banks-offering-large-capital-return,Regions Financial: One Of The Most Rate Sensitive Banks Offering Large Capital Return," May 31, 2017, 10:39 AM ",Editors' Pick ,Long
25," May 31, 2017, 10:00 AM ",/article/4077629-media-failed-invitae-story-strong,How The Media Has Failed - The Invitae Story Is Strong, Capital Market Laboratories,NVTA,Long
26, SINA,/article/4077345-sina-weibo-relative-valuations-present-compelling-arbitrage-opportunity-seen,Sina/Weibo Relative Valuations Present As Compelling An Arbitrage Opportunity As We've Seen," May 31, 2017, 9:47 AM ",Editors' Pick ,Long
27," May 31, 2017, 9:45 AM ",/article/4077619-psychiatry-pipeline-supernus-looks-promising,The Psychiatry Pipeline Of Supernus Looks Promising, Emerging Equities,SUPN,Long
28, TNAV,/article/4077339-telenav-unrecognized-unloved-play-dash-autonomous-directions,Telenav - Unrecognized And Unloved Play On In-Dash Autonomous Directions," May 31, 2017, 9:36 AM ",Editors' Pick ,Long
29," May 31, 2017, 9:32 AM ",/article/4077616-upcoming-short-long-term-catalysts-athersys,Upcoming Short- And Long-Term Catalysts For Athersys, Jon Crowley,ATHX,Long
30," May 31, 2017, 9:27 AM ",/article/4077615-throwing-baby-bath-water-external-factors-depressing-carters-inc-stock-price-irresistible,Throwing The Baby Out With The Bath Water: External Factors Depressing Carter's Inc. Stock Price To Irresistible Levels, Kevin Mackie,CRI,Long
31," May 31, 2017, 9:16 AM ",/article/4077597-aphria-inc-marijuana-stock-actual-potential,Aphria Inc.: A Marijuana Stock With Actual Potential, David Butler,APHQF,Long
32," May 31, 2017, 8:59 AM ",/article/4077603-meet-group-slap-face-gift,The Meet Group: This Slap In The Face Is A Gift, Quad 7 Capital,MEET,Long
33," May 31, 2017, 8:56 AM ",/article/4077602-zogenix-promising-pipeline-orphan-epilepsy-syndromes-upcoming-catalyst,Zogenix: A Promising Pipeline In Orphan Epilepsy Syndromes And An Upcoming Catalyst, Bob Sharma,ZGNX,Long
34," May 31, 2017, 8:54 AM ",/article/4077601-carnival-enjoy-ride,Carnival: Enjoy The Ride, Max Loh,CCL,Long
35, ACLS,/article/4077328-revisiting-axcelis-technologies-currently-compelling,Revisiting Axcelis Technologies And Why It's Currently So Compelling," May 31, 2017, 8:50 AM ",Editors' Pick ,Long
36," May 31, 2017, 8:42 AM ",/article/4077594-big-trade,A 'BIG' Trade, Quad 7 Capital,BIG,Long
37," May 31, 2017, 8:40 AM ",/article/4077591-itau-unibanco-still-bargain-attractive-yield,Itau Unibanco: Still A Bargain With An Attractive Yield, Alexander MacKnight,ITUB,Long
38," May 31, 2017, 8:23 AM ",/article/4077582-nike-mr-market-offering-high-quality-triple-play,Nike: Mr. Market Is Offering A High Quality Triple Play, Nelson Alves,NKE,Long
39," May 31, 2017, 7:53 AM ",/article/4077583-bon-ton-market-overreaction-bankruptcy-risk-resulted-34-percent-upside,Bon-Ton: Market Overreaction To Bankruptcy Risk Has Resulted In 34% Upside!, Damitha Pathmalal,BONT,Long
40," May 31, 2017, 7:40 AM ",/article/4077580-biocryst-frustration-joy-biotech-investing,BioCryst: Frustration Then Joy In Biotech Investing, Keith Williams,BCRX,Long
41," May 31, 2017, 7:38 AM ",/article/4077570-sony-finally-transforming,Sony - Finally Transforming?, William Sabin,SNE,Long
42," May 31, 2017, 7:37 AM ",/article/4077569-dominos-pizza-still-room-grow,Domino's Pizza Still Has Room To Grow, Michael Vinci,DPZ,Long
43," May 31, 2017, 7:26 AM ",/article/4077573-weight-watchers-international-peels-pounds-piles-profits,Weight Watchers International Peels Off Pounds And Piles On Profits, Arne Bey,WTW,Long
44," May 31, 2017, 7:23 AM ",/article/4077566-parsing-ebixs-acquisition-itzcash,Parsing EBIX's Acquisition Of ItzCash, Manoj Madhavan,EBIX,Long
45," May 31, 2017, 7:13 AM ",/article/4077565-exxon-mobil-will-break-soon,Exxon Mobil: It Will Break Out Soon, Brandon Dempster,XOM,Long
46," SXYAY, SKFOF",/article/4077239-sika-ags-specialty-chemical-businesses-continue-outperform,Sika AG's Specialty Chemical Businesses Continue To Outperform," May 31, 2017, 7:00 AM ",Editors' Pick ,Long
47," May 31, 2017, 12:00 AM ",/article/4077537-bank-america-lower-treasury-yields,Bank Of America And Lower Treasury Yields, Renaissance Research,BAC,Long
48," May 30, 2017, 11:11 PM ",/article/4077534-slaves-facebook,We Are All Slaves To Facebook, Shareholders Unite,FB,Long
49," May 30, 2017, 9:26 PM ",/article/4077529-forget-fluff-buy-target,Forget The Fluff And Buy Target, Colorado Wealth Management Fund,TGT,Long
50," May 30, 2017, 6:46 PM ",/article/4077522-ensco-warren-buffett-style-stock-now,Ensco Is A Warren Buffett Style Stock Now, Geoffrey Caveney,ESV,Long
51," May 30, 2017, 6:27 PM ",/article/4077515-coke-new-dimension-analysis,Coke: A New Dimension Of Analysis, Helena Leathers,KO,Long
52," May 30, 2017, 5:55 PM ",/article/4077510-devon-energy-buy,Devon Energy Is A Buy, Sarfaraz A. Khan,DVN,Long
53," May 30, 2017, 5:14 PM ",/article/4077509-gm-stops-following-wrong-metrics,GM Stops Following The Wrong Metrics, Rohit Chhatwal,GM,Long
54," May 30, 2017, 4:30 PM ",/article/4077503-blackberry-upside,BlackBerry Has More Upside, Searching For Value,BB,Long
55," May 30, 2017, 4:28 PM ",/article/4077501-will-biodelivery-sciences-leave-bad-taste-investors-mouths,Will BioDelivery Sciences Leave A Bad Taste In Investors' Mouths?, Strong Bio,BDSI,Long
56," May 30, 2017, 4:26 PM ",/article/4077500-amazon-low-hanging-fruit-rotten-vegetables,Amazon: Low-Hanging Fruit Or Rotten Vegetables?, The Structure Of Price,AMZN,Long
57," May 30, 2017, 4:20 PM ",/article/4077491-yum-brands-leaner-meaner-tastier,"Yum Brands: Leaner, Meaner, And Tastier?", Orthodox Investor,YUM,Long
58," May 30, 2017, 4:01 PM ",/article/4077496-nvidia-benefits-nintendo-ramping-production-switch,Nvidia Benefits From Nintendo Ramping Up Production Of The Switch, Motek Moyen,NVDA,Long
59," May 30, 2017, 3:58 PM ",/article/4077494-t-may-getting-time-warners-film-division-good-time,AT&T May Be Getting Time Warner's Film Division At A Good Time, Max Greve,"TWX, T",Long
60," May 30, 2017, 3:56 PM ",/article/4077485-kirklands-compelling-valuation-least-28-percent-upside,Kirkland's - A Compelling Valuation With At Least A 28% Upside, Sam Tiahnybik,KIRK,Long
61," May 30, 2017, 3:32 PM ",/article/4077478-trimble-robotics-play,Trimble: Robotics Play, David Zanoni,TRMB,Long
62," May 30, 2017, 2:44 PM ",/article/4077471-fuelcell-energy-preferred-stock-fcelb-attractive-investment-opportunity-fcel-present,FuelCell Energy: Is The Preferred Stock FCELB A More Attractive Investment Opportunity Than FCEL At Present?," Wayne Olson, CFA",FCEL,Long
63," May 30, 2017, 2:38 PM ",/article/4077470-ahead-car-t-play-kite-pharma,What's Ahead For CAR-T Play Kite Pharma?, Bret Jensen,KITE,Long
64, WB,/article/4077465-weibo-winner-chinas-internet-celebrity-economy,"Weibo, A Winner In China's Internet Celebrity Economy"," May 30, 2017, 2:19 PM ",Editors' Pick ,Long
65," May 30, 2017, 2:13 PM ",/article/4077446-foot-locker-opportunity-sell,Foot Locker: Opportunity On The Sell-Off, Edwin Kye,FL,Long
66," May 30, 2017, 1:53 PM ",/article/4077441-may-start-abbott-laboratories-upside-trajectory-2017,This May Be The Start Of Abbott Laboratories' Upside Trajectory For 2017, Gaurao Bhade,ABT,Long
67," May 30, 2017, 1:43 PM ",/article/4077447-disney-buy-future-china-growth,Disney: Buy For Future China Growth, ChartMasterPro,DIS,Long
68," May 30, 2017, 1:42 PM ",/article/4077445-chicago-bridge-and-iron-reviewing-risks,Chicago Bridge & Iron: Reviewing The Risks, Brian Sanders,CBI,Long
69," May 30, 2017, 1:33 PM ",/article/4077442-rise-electric-vehicles-autonomous-driving-technology-contrarian-perspective,The Rise Of Electric Vehicles And Autonomous Driving Technology - A Contrarian Perspective, Blue Quadrant Capital Management,"BMWYY, GM, INTC",Long
70," May 30, 2017, 12:46 PM ",/article/4077424-barclays-ceo-made-colossal-mistake-still-good-shareholders,Barclays: CEO Made A Colossal Mistake But He Is Still Good For Shareholders, IP Banking Research,BCS,Long
71," May 30, 2017, 12:40 PM ",/article/4077431-berkshire-hathaway-measuring-performance,Berkshire Hathaway: Measuring Performance, Sean Weston,BRK.A,Long
72," May 30, 2017, 12:40 PM ",/article/4077417-investors-get-high-zynerba-pharmaceuticals,Investors Should 'Get High' On Zynerba Pharmaceuticals, Bret Jensen,ZYNE,Long
73," May 30, 2017, 12:38 PM ",/article/4077415-pepsico-hot-income-seekers,PepsiCo: Hot Not Only For Income Seekers, Societe Financiers,PEP,Long
74," May 30, 2017, 12:35 PM ",/article/4077430-diamond-offshore-playing-cycle-right-ways,Diamond Offshore: Playing The Cycle In All The Right Ways, Healthy Wealth Coach,DO,Long
