,Time,Link,Title,Authors,Tickers,Strategy
18," May 30, 2017, 9:55 AM ",/article/4077347-22nd-century-harm-owning-stock,22nd Century: No Harm Owning This Stock, Stone Fox Capital,XXII,Long
19," May 30, 2017, 9:37 AM ",/article/4077340-fortuna-silver-attractively-priced-fully-funded-lindero-construction,Fortuna Silver: Attractively Priced And Fully Funded For The Lindero Construction, The Investment Doctor,FSM,Long
20," May 30, 2017, 9:29 AM ",/article/4077331-eli-lilly-compelling-risk-reward,Eli Lilly: Compelling Risk/Reward, HealthBlogger,LLY,Long
21," May 30, 2017, 9:26 AM ",/article/4077329-microsofts-future-growth-will-come-azure-investors-missing-opportunity,"Microsoft's Future Growth Will Come From Azure, Investors Are Missing This Opportunity", Michael Wiggins De Oliveira,MSFT,Long
22," May 30, 2017, 8:11 AM ",/article/4077324-tower-properties-valuable-real-estate-holdings,Tower Properties - Valuable Real Estate Holdings, Jan Svenda,TPRP,Long
23," May 30, 2017, 7:50 AM ",/article/4077317-taxes-competition-wellness-trends-will-test-coca-colas-ability-grow,"Taxes, Competition And Wellness Trends Will Test Coca-Cola's Ability To Grow", Bull's Run,KO,Long
24," May 30, 2017, 7:37 AM ",/article/4077312-sears-canada-right-track-though-late-matter,"Sears Canada Is On The Right Track, Though It's Too Late To Matter", Bank On Insight,SRSC,Long
25," May 30, 2017, 7:15 AM ",/article/4077248-even-25-percent-pop-last-two-weeks-sina-seriously-undervalued,"Even After A 25% Pop In The Last Two Weeks, Sina Is Seriously Undervalued", Jay Somaney,SINA,Long
26," May 30, 2017, 6:30 AM ",/article/4077249-pieris-doubling-much-upside-left-5-biotech,"Pieris: After Doubling, How Much Upside Left For This PIRS• May 30, 2017, 6:30 AM • Bret Jensen•27 Comments", Bret Jensen,PIRS,Long
27," May 30, 2017, 6:00 AM ",/article/4077137-patterson-companies-short-term-pain-long-term-gain,Patterson Companies: Short-Term Pain For Long-Term Gain?, Willow Street Investments,PDCO,Long
28," May 30, 2017, 5:45 AM ",/article/4077184-general-mills-yogurt-troubles-present-buying-opportunity,General Mills: Yogurt Troubles Present A Buying Opportunity, Willow Street Investments,GIS,Long
29," May 30, 2017, 5:26 AM ",/article/4077294-retailer-keeps-growing,A Retailer That Keeps Growing, Jonathan Weber,COST,Long
30," May 30, 2017, 5:21 AM ",/article/4077300-costco-make-way-portfolio,Here Is Why Costco Should Make Its Way Into Your Portfolio, Aisha Rahman,COST,Long
31," May 30, 2017, 5:03 AM ",/article/4077290-general-motors-winning-battle,General Motors: Winning The Battle, Activist Stocks,GM,Long
32," May 30, 2017, 5:03 AM ",/article/4077299-ubiquiti-networks-robust-product-pipeline-suggests-future-growth,Ubiquiti Networks' Robust Product Pipeline Suggests Future Growth, Grant Beaty,UBNT,Long
33," May 30, 2017, 4:47 AM ",/article/4077297-shire-significantly-undervalued,Shire Is Significantly Undervalued, HealthBlogger,SHPG,Long
34," May 30, 2017, 4:18 AM ",/article/4077285-firth-third-bancorp-2018-capital-return-brush-8-percent,Firth Third Bancorp: 2018 Capital Return Should Brush 8%, FIG Ideas,FITB,Long
35," May 30, 2017, 3:50 AM ",/article/4077274-firstsolar-analyst-just-get,FirstSolar: This Analyst Just Doesn't Get It, Andy Wong,FSLR,Long
36," May 30, 2017, 2:37 AM ",/article/4077270-general-electric-management-simply-confirmed-2-things-already-known,General Electric: Management Simply Confirmed 2 Things That We Should Have Already Known, WG Investment Research,GE,Long
37," May 30, 2017, 1:55 AM ",/article/4077266-integra-lifesciences-2-recent-acquisitions-set-drive-substantial-upside,Integra LifeSciences: 2 Recent Acquisitions Set To Drive Substantial Upside, Michael Boyd,IART,Long
38," May 30, 2017, 12:34 AM ",/article/4077264-crocs-underappreciated-business-recovery-setting-stage-price-rebound,Crocs: Underappreciated Business Recovery Is Setting The Stage For A Price Rebound, ALT Perspective,CROX,Long
39," May 29, 2017, 11:42 PM ",/article/4077258-disney-may-exception-box-office-rules,Why Disney May Be The Exception To The Box Office Rules, The Entertainment Oracle,DIS,Long
40," May 29, 2017, 10:58 PM ",/article/4077254-facebooks-gameroom-also-cater-hardcore-pc-gamers,Facebook's Gameroom Should Also Cater To Hardcore PC Gamers, Motek Moyen,FB,Long
41, VAC,/article/4077240-vacation-ownership-reasons-bullish-industry,Vacation Ownership: Reasons To Be Bullish On The Industry," May 29, 2017, 8:21 PM ",Editors' Pick ,Long
42," May 29, 2017, 7:51 PM ",/article/4077233-ulta-beauty-retailer,Ulta: A Beauty Of A Retailer, Jonathan Weber,ULTA,Long
43," May 29, 2017, 7:31 PM ",/article/4077229-nike-just,Nike Just Does It, Aleksandar Vichev,NKE,Long
44," May 29, 2017, 6:25 PM ",/article/4077225-vale-s-buying-opportunity,Vale S.A.: A Buying Opportunity, Sarfaraz A. Khan,VALE,Long
45," May 29, 2017, 5:32 PM ",/article/4077223-exxon-mobil-make-s-and-ps-warning,Exxon Mobil: What To Make Of S&P's Warning, Sarfaraz A. Khan,XOM,Long
46," May 29, 2017, 4:23 PM ",/article/4077220-hub-group-estenson-acquisition-looks-decent-shares-de-risked-levels,"Hub Group - Estenson Acquisition Looks Decent, Shares Are De-Risked At These Levels", The Value Investor,HUBG,Long
47," May 29, 2017, 3:35 PM ",/article/4077217-mylan-generics-maker-part-bargain-bin,Mylan: Is This Generics Maker Part Of The Bargain Bin?, Long/Short Investments,MYL,Long
48," May 29, 2017, 2:37 PM ",/article/4077204-schedule-canadian-banks-part-2-6-royal-bank-canada,Schedule I Canadian Banks - (Part 2 Of 6): Royal Bank Of Canada, Charles Fournier,RY,Long
49," May 29, 2017, 2:30 PM ",/article/4077201-know-kinder-morgan,Do We Know Kinder Morgan?, Long Player,KMI,Long
50," May 29, 2017, 2:20 PM ",/article/4077200-tyson-foods-chicken-cash,Tyson Foods - Chicken Cash, Wall Street for Main Street,TSN,Long
51," May 29, 2017, 2:16 PM ",/article/4077195-netapp-enjoying-long-ride-pet-dinosaur,NetApp - Enjoying A Long Ride On A Pet Dinosaur, Bert Hochfeld,NTAP,Long
52," May 29, 2017, 12:59 PM ",/article/4077188-visa-exception-rule,Visa Is The Exception To The Rule, Wealth Insights,V,Long
53," May 29, 2017, 12:47 PM ",/article/4077183-qorvo-remains-top-semiconductor-pick,Here's Why Qorvo Remains A Top Semiconductor Pick, Joseph Mwangi,QRVO,Long
54," May 29, 2017, 11:14 AM ",/article/4077171-let-leading-lithium-producer-recharge-portfolio,Let This Leading Lithium Producer Recharge Your Portfolio, Maltzberger,ALB,Long
55," May 29, 2017, 10:10 AM ",/article/4077163-time-warner-licenses-dc-comics-superheroes-tencent,Time Warner Licenses DC Comics Superheroes To Tencent, Motek Moyen,TWX,Long
56," May 29, 2017, 9:24 AM ",/article/4077017-bank-america-overcrowded-opportunities,Bank Of America - Overcrowded Opportunities, Leo Nelissen,BAC,Long
57," May 29, 2017, 8:23 AM ",/article/4077155-seymour-schulich-gobbles-shares-birchcliff-energy,Seymour Schulich Gobbles Up More Shares Of Birchcliff Energy, Long Player,BIREF,Long
58," May 29, 2017, 8:00 AM ",/article/4077141-play-yahoo-verizon-alibaba-altaba-drama-less-1000-options,"How To Play The Yahoo - Verizon - Alibaba - Altaba Drama For Less Than $1,000 With Options", Ryan Surber,AABA,Long
59," May 29, 2017, 7:27 AM ",/article/4077140-electronic-arts-gets-galaxy-money-star-wars-mobile-game,Electronic Arts Gets A Galaxy Of Money From Its Star Wars Mobile Game, Motek Moyen,EA,Long
60," May 29, 2017, 6:02 AM ",/article/4077127-retailer-fear-amazon,This Retailer Doesn't Fear Amazon, Samuel Smith,TSCO,Long
61," May 29, 2017, 4:21 AM ",/article/4077115-laredo-petroleum-multiple-growth-avenues-leverage,Laredo Petroleum Has Multiple Growth Avenues With Leverage, Long Player,LPI,Long
62," May 29, 2017, 3:12 AM ",/article/4077107-visa-payments-powerhouse-done-yet,Visa: This Payments Powerhouse Is Not Done Yet, Integrator,V,Long
63," May 29, 2017, 3:03 AM ",/article/4077106-can-cimpress-dominate-mass-customization,Can Cimpress Dominate Mass Customization?, Prasanna Rajagopal,CMPR,Long
64," May 29, 2017, 2:41 AM ",/article/4077104-skypeople-progressing-yet-trading-10-percent-intrinsic-value,"SkyPeople - Progressing, Yet Trading Under 10% Of Intrinsic Value", Mary Jane Fountain,FTFT,Long
65," May 29, 2017, 1:58 AM ",/article/4077099-zynga-resurrects-mafia-wars-mobile,Zynga Resurrects Mafia Wars On Mobile, Motek Moyen,ZNGA,Long
66," May 29, 2017, 1:36 AM ",/article/4077095-snap-stock-reach-24-q2-results,Snap Stock Could Reach $24 Before Q2 Results, Richard Saintvilus,SNAP,Long
67," May 29, 2017, 1:26 AM ",/article/4077094-philip-morris-international-stay-invested-time-horizon-long-term-consider-selling-focus-short,Philip Morris International: Stay Invested If Your Time Horizon Is Long Term And Consider Selling If Your Focus Is Short-Term Gains, Donatas Taraile,PM,Long
68," May 28, 2017, 11:09 PM ",/article/4077087-perfect-buying-opportunity-cisco,Perfect Buying Opportunity For Cisco, Searching For Value,CSCO,Long
69," May 28, 2017, 11:09 PM ",/article/4077086-bladex-underfollowed-bank-opportunity,Bladex - An Underfollowed Bank With Opportunity, Caleb Jensema,BLX,Long
70," May 28, 2017, 10:06 PM ",/article/4077084-facebook-stock-weakness,Facebook: A Stock That Has No Weakness, Robert Riesen,FB,Long
71," May 28, 2017, 7:06 PM ",/article/4077078-amazons-head-start-alexa-echo-enough-distance-competition,"Is Amazon's Head Start With Alexa, Echo Enough To Distance Itself From Competition?", Gary Bourgeault,AMZN,Long
72," May 28, 2017, 6:10 PM ",/article/4077075-cisco-40-per-share-possible,Cisco: $40 Per Share Is Possible, Richard Saintvilus,CSCO,Long
73," May 28, 2017, 5:44 PM ",/article/4077073-take-two-strauss-zelnick-leadership-creates-new-opportunities-shareholders,Take-Two: Strauss Zelnick Leadership Creates New Opportunities For Shareholders, Viacheslav Makarenko,TTWO,Long
74, HBAYF,/article/4077064-hudsons-bay-ready-thrive-retail-apocalypse,Hudson's Bay Is Ready To Thrive In A Retail Apocalypse," May 28, 2017, 3:25 PM ",Editors' Pick ,Long
